date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,reducedby,refsys,issub 
"2018 Sep 13",2458375.3469,"UVM2", -19.89, 15.86,0.05, 21.53,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458375.6247,"r", -19.43, 16.31,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6265,"g", -19.68, 16.07,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6282,"i", -19.32, 16.43,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6299,"u", -19.77, 15.98,0.03, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6757,"r", -19.42, 16.33,0.04, 20.47,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.7144,"g", -19.78, 15.97,0.04, 20.58,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.7381,"g", -19.76, 15.99,0.03, 20.50,"P48+ZTF","None","None",True
"2018 Sep 14",2458376.4783,"UVW1", -19.34, 16.41,0.06, 20.84,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458376.4793,"u", -19.82, 15.93,0.06, 20.14,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458376.4800,"B", -19.80, 15.95,0.06, 19.53,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458376.4814,"UVW2", -18.72, 17.03,0.07, 21.50,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458376.4829,"V", -19.78, 15.97,0.09, 18.58,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 14",2458376.4853,"UVM2", -19.14, 16.61,0.06, 21.64,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.5978,"UVW1", -19.28, 16.47,0.07, 20.43,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.5986,"u", -19.94, 15.81,0.07, 19.43,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.5990,"B", -19.58, 16.17,0.08, 18.84,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.6001,"UVW2", -18.53, 17.22,0.08, 21.18,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.6012,"V", -19.81, 15.93,0.11, 18.17,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.6031,"UVM2", -18.99, 16.76,0.06, 21.44,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 15",2458376.6200,"r", -19.37, 16.37,0.04, 19.97,"P48+ZTF","None","None",True
"2018 Sep 15",2458376.6623,"r", -19.38, 16.37,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 15",2458376.6626,"r", -19.38, 16.37,0.04, 20.42,"P48+ZTF","None","None",True
"2018 Sep 15",2458376.6640,"g", -19.58, 16.16,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 15",2458376.6657,"i", -19.30, 16.44,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 15",2458376.6674,"u", -19.66, 16.09,0.03, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 15",2458376.6739,"r", -19.39, 16.36,0.04, 20.46,"P48+ZTF","None","None",True
"2018 Sep 15",2458376.7272,"g", -19.64, 16.10,0.03, 20.37,"P48+ZTF","None","None",True
"2018 Sep 15",2458376.7423,"g", -19.66, 16.09,0.03, 20.30,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.6186,"r", -19.34, 16.40,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 16",2458377.6204,"g", -19.48, 16.27,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 16",2458377.6221,"i", -19.24, 16.51,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 16",2458377.6238,"u", -19.46, 16.29,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 16",2458377.6301,"r", -19.34, 16.41,0.03, 20.32,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.6513,"r", -19.33, 16.41,0.03, 20.48,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.6639,"r", -19.35, 16.40,0.03, 20.42,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.6761,"r", -19.34, 16.41,0.03, 20.39,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.6935,"g", -19.54, 16.21,0.03, 20.31,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.7038,"g", -19.55, 16.20,0.03, 20.33,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.7165,"g", -19.54, 16.20,0.04, 20.31,"P48+ZTF","None","None",True
"2018 Sep 16",2458377.7458,"g", -19.53, 16.22,0.03, 20.14,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.6164,"r", -19.30, 16.45,0.04, 19.98,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.6437,"r", -19.29, 16.46,0.05, 20.49,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.6650,"g", -19.42, 16.33,0.03, 20.41,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.6844,"g", -19.42, 16.32,0.03, 20.42,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.6930,"r", -19.34, 16.41,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 17",2458378.7039,"g", -19.42, 16.32,0.03, 20.29,"P48+ZTF","None","None",True
"2018 Sep 17",2458378.7158,"r", -19.28, 16.47,0.03, 20.24,"P48+ZTF","None","None",True
"2018 Sep 17",2458379.2559,"UVW1", -17.94, 17.81,0.09, 20.76,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 17",2458379.2569,"B", -19.36, 16.39,0.07, 19.34,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 17",2458379.2569,"u", -19.15, 16.60,0.07, 19.96,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 17",2458379.2589,"UVW2", -16.63, 19.12,0.12, 21.54,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 17",2458379.2609,"V", -19.46, 16.28,0.10, 18.61,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 17",2458379.2629,"UVM2", -16.57, 19.18,0.11, 21.67,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458379.6623,"g", -19.31, 16.44,0.04, 20.27,"P48+ZTF","None","None",True
"2018 Sep 18",2458379.6823,"g", -19.31, 16.43,0.03, 20.24,"P48+ZTF","None","None",True
"2018 Sep 18",2458379.6977,"g", -19.31, 16.44,0.03, 20.20,"P48+ZTF","None","None",True
"2018 Sep 18",2458379.7176,"r", -19.24, 16.51,0.04, 20.26,"P48+ZTF","None","None",True
"2018 Sep 18",2458379.7409,"r", -19.23, 16.52,0.04, 20.10,"P48+ZTF","None","None",True
"2018 Sep 18",2458379.7577,"r", -19.23, 16.52,0.03, 19.95,"P48+ZTF","None","None",True
"2018 Sep 18",2458380.1829,"UVW1", -17.31, 18.44,0.13, 20.46,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1829,"UVW1", -17.31, 18.44,0.13, 20.46,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1839,"B", -19.33, 16.42,0.09, 18.84,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1839,"B", -19.33, 16.42,0.09, 18.84,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1839,"u", -18.63, 17.12,0.10, 19.51,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1839,"U", -18.63, 17.12,0.10, 19.51,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1850,"UVW2", -16.34, 19.41,0.15, 21.21,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1850,"UVW2", -16.34, 19.41,0.15, 21.21,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1859,"V", -19.47, 16.28,0.12, 18.22,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1859,"V", -19.47, 16.28,0.12, 18.22,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1879,"UVM2", -16.41, 19.34,0.14, 21.36,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.1879,"UVM2", -16.41, 19.34,0.14, 21.36,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3159,"UVW1", -17.00, 18.74,0.15, 20.43,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3159,"UVW1", -17.00, 18.74,0.15, 20.43,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3169,"B", -19.15, 16.60,0.10, 18.86,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3169,"B", -19.15, 16.60,0.10, 18.86,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3169,"u", -18.56, 17.19,0.10, 19.49,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3169,"U", -18.56, 17.19,0.10, 19.49,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3179,"UVW2", -16.23, 19.52,0.16, 21.13,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3179,"UVW2", -16.23, 19.52,0.16, 21.13,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3189,"V", -19.28, 16.47,0.14, 18.11,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3189,"V", -19.28, 16.47,0.14, 18.11,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3209,"UVM2", -16.33, 19.42,0.15, 21.23,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3209,"UVM2", -16.33, 19.42,0.15, 21.23,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 18",2458380.3577,"z", -19.02, 16.73,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 18",2458380.3584,"i", -19.03, 16.72,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 18",2458380.3592,"r", -19.25, 16.50,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 18",2458380.3599,"g", -19.18, 16.57,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 18",2458380.3606,"u", -18.68, 17.07,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 19",2458380.6214,"g", -19.12, 16.63,0.04, 19.70,"P48+ZTF","None","None",True
"2018 Sep 19",2458380.6251,"g", -19.09, 16.66,0.04, 19.87,"P48+ZTF","None","None",True
"2018 Sep 19",2458380.6778,"g", -19.18, 16.56,0.03, 20.19,"P48+ZTF","None","None",True
"2018 Sep 19",2458380.7850,"UVW1", -17.18, 18.56,0.10, 20.99,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7850,"UVW1", -17.18, 18.56,0.10, 20.99,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7869,"B", -19.05, 16.70,0.07, 19.69,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7869,"B", -19.05, 16.70,0.07, 19.69,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7869,"u", -18.50, 17.25,0.08, 20.35,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7869,"U", -18.50, 17.25,0.08, 20.35,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7889,"UVW2", -16.21, 19.53,0.12, 21.81,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7889,"UVW2", -16.21, 19.53,0.12, 21.81,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7909,"V", -19.28, 16.46,0.10, 18.82,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7909,"V", -19.28, 16.46,0.10, 18.82,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7939,"UVM2", -15.99, 19.76,0.12, 21.90,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458380.7939,"UVM2", -15.99, 19.76,0.12, 21.90,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 19",2458381.3374,"z", -19.01, 16.74,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 19",2458381.3381,"i", -19.01, 16.74,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 19",2458381.3388,"r", -19.20, 16.55,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 19",2458381.3395,"g", -19.06, 16.69,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 19",2458381.3403,"u", -18.29, 17.46,0.10, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 20",2458381.6439,"u", -18.16, 17.59,0.13, 19.38,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6439,"U", -18.16, 17.59,0.13, 19.38,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6439,"UVW1", -17.00, 18.74,0.16, 20.28,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6439,"UVW1", -17.00, 18.74,0.16, 20.28,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6450,"B", -18.60, 17.15,0.13, 18.74,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6450,"B", -18.60, 17.15,0.13, 18.74,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6459,"UVW2", -16.28, 19.47,0.17, 21.00,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6459,"UVW2", -16.28, 19.47,0.17, 21.00,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6469,"V", -19.29, 16.46,0.15, 18.02,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6469,"V", -19.29, 16.46,0.15, 18.02,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6479,"UVM2", -16.04, 19.70,0.17, 21.20,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.6479,"UVM2", -16.04, 19.70,0.17, 21.20,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7122,"g", -19.04, 16.71,0.04, 19.75,"P48+ZTF","None","None",True
"2018 Sep 20",2458381.7759,"UVW1", -16.78, 18.97,0.19, 20.15,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7759,"UVW1", -16.78, 18.97,0.19, 20.15,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7769,"B", -19.05, 16.70,0.11, 18.68,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7769,"B", -19.05, 16.70,0.11, 18.68,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7769,"u", -17.97, 17.77,0.14, 19.34,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7769,"U", -17.97, 17.77,0.14, 19.34,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7779,"UVW2", -16.01, 19.74,0.20, 20.86,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7779,"UVW2", -16.01, 19.74,0.20, 20.86,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7789,"V", -19.21, 16.54,0.16, 17.96,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7789,"V", -19.21, 16.54,0.16, 17.96,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7809,"UVM2", -16.21, 19.54,0.16, 21.21,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.7809,"UVM2", -16.21, 19.54,0.16, 21.21,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8429,"UVW1", -16.41, 19.34,0.22, 20.28,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8429,"UVW1", -16.41, 19.34,0.22, 20.28,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8439,"B", -18.90, 16.84,0.12, 18.67,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8439,"B", -18.90, 16.84,0.12, 18.67,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8439,"u", -17.88, 17.87,0.15, 19.35,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8439,"U", -17.88, 17.87,0.15, 19.35,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8450,"UVW2", -15.81, 19.94,0.22, 20.95,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8450,"UVW2", -15.81, 19.94,0.22, 20.95,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8459,"V", -19.38, 16.37,0.15, 17.82,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8459,"V", -19.38, 16.37,0.15, 17.82,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8469,"UVM2", -15.89, 19.86,0.17, 21.32,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458381.8469,"UVM2", -15.89, 19.86,0.17, 21.32,"SALT+Spectrograph","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 20",2458382.3416,"z", -19.02, 16.73,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 20",2458382.3423,"i", -18.94, 16.81,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 20",2458382.3431,"r", -19.16, 16.59,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 20",2458382.3438,"g", -18.90, 16.85,0.05, 22.00,"LT+IOO","Perley","None",False
"2018 Sep 20",2458382.3445,"u", -17.91, 17.84,0.05, 22.00,"LT+IOO","Perley","None",False
